Id,Label,modularity_class,indegree,outdegree,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
MASTER PROGRAMMER,MASTER PROGRAMMER,7,18,20,38,6,0.339475,0.35023,32.809472,0.007248
"WADE, AGENT JOE","WADE, AGENT JOE",7,21,24,45,6,0.33972,0.351314,381.526846,0.010417
"SMYTHE, ALISTAIR ALP","SMYTHE, ALISTAIR ALP",7,31,37,68,6,0.363101,0.37968,909.60614,0.022865
"TSO, JASON","TSO, JASON",7,16,20,36,6,0.339475,0.35023,27.941951,0.006731
DR. OCTOPUS II/CAROL,DR. OCTOPUS II/CAROL,7,48,46,94,5,0.391614,0.412319,5983.624635,0.040501
"YIN, ANGELA","YIN, ANGELA",7,55,60,115,6,0.364098,0.382207,4314.66096,0.044842
"PRO, LE/","PRO, LE/",7,12,19,31,6,0.357734,0.372028,172.353374,0.007149
"ESSEX, REBECCA","ESSEX, REBECCA",4,1,5,6,6,0.345611,0.356832,0,0.003419
SANCTITY/TANYA TRASK,SANCTITY/TANYA TRASK,4,13,11,24,6,0.350075,0.362789,63.265339,0.013607
POISON/CECILIA CARDI,POISON/CECILIA CARDI,7,11,1,12,7,0.277202,0.284239,41.180074,0.003659
"GREICO, LINDA","GREICO, LINDA",7,0,2,2,6,0.353993,0.366536,0,0
ARES [GREEK GOD],ARES [GREEK GOD],14,89,84,173,5,0.414757,0.437457,7722.483909,0.12421
PRINCESS PEARLA,PRINCESS PEARLA,2,12,10,22,6,0.366548,0.382134,22.332729,0.035545
PSYCHO-MAN,PSYCHO-MAN,2,39,59,98,6,0.412624,0.434303,8984.361671,0.072304
ANAK,ANAK,14,36,37,73,6,0.367432,0.384552,589.235578,0.043011
"KINCAID, JIMMY","KINCAID, JIMMY",14,40,23,63,6,0.366571,0.382694,483.332228,0.039337
ZEFRA,ZEFRA,14,28,34,62,6,0.3704,0.388064,2278.083799,0.030801
LOGA II,LOGA II,14,36,29,65,6,0.370355,0.387722,315.024711,0.038152
BELLAM,BELLAM,14,31,25,56,6,0.360099,0.375247,413.170026,0.037119
RIGER,RIGER,14,34,31,65,6,0.367498,0.384333,305.645146,0.032991
LUMINOR,LUMINOR,14,38,24,62,6,0.361551,0.376873,1539.25855,0.036085
BLITZIANA,BLITZIANA,14,40,42,82,6,0.374793,0.393584,3892.202195,0.037382
"RICKMAN, JONATHAN","RICKMAN, JONATHAN",7,1,10,11,6,0.354861,0.368099,0,0.002305
CAPTAIN POWER/DR. CH,CAPTAIN POWER/DR. CH,7,8,5,13,6,0.31822,0.325712,0.251323,0.01162
MYSTERIO II/DANIEL B,MYSTERIO II/DANIEL B,7,23,26,49,6,0.366042,0.382549,188.954959,0.029174
"TWAKI, DR. TED","TWAKI, DR. TED",7,24,25,49,5,0.398732,0.418574,2114.98158,0.028329
"STONE, CHANTAL","STONE, CHANTAL",7,27,9,36,6,0.368988,0.385063,113.56131,0.063341
"HARDY, STAN","HARDY, STAN",7,29,6,35,6,0.35414,0.366951,43.850647,0.070621
"STONE, JOHN","STONE, JOHN",7,3,9,12,6,0.354655,0.367784,0,0.001123
MADAME WEB/CASSANDRA,MADAME WEB/CASSANDRA,7,35,33,68,6,0.365999,0.382822,13128.299999,0.029695
"GILMORE, BERT","GILMORE, BERT",7,6,0,6,0,0,0,0,0.013121
SYNARIO/ANGELA BRADF,SYNARIO/ANGELA BRADF,7,5,1,6,1,1,1,0,0.013001
"FISK, VANESSA","FISK, VANESSA",7,50,41,91,6,0.386037,0.405889,728.148114,0.050419
"BLAKE, BECKY","BLAKE, BECKY",7,57,43,100,5,0.409027,0.429887,6798.43583,0.068101
"POTTER, BETSY BEATTY","POTTER, BETSY BEATTY",7,12,39,51,6,0.397614,0.418227,200.556773,0.010718
KIRIGI,KIRIGI,7,9,7,16,6,0.330229,0.339487,1.336427,0.008391
"CHERRYH, RANDOLPH WI","CHERRYH, RANDOLPH WI",7,13,20,33,6,0.358049,0.372771,120.270269,0.018546
"LAVENDER, MAXINE","LAVENDER, MAXINE",7,10,14,24,6,0.351305,0.364205,73.458562,0.009871
"HOGARTH, JERYN","HOGARTH, JERYN",10,88,86,174,6,0.422135,0.444491,26500.668435,0.108932
AMIKO,AMIKO,4,23,15,38,6,0.357293,0.371457,1177.250131,0.034668
BIZEN,BIZEN,4,1,3,4,7,0.297745,0.305442,0,0.00053
BLACK MOUNTAIN/KUROY,BLACK MOUNTAIN/KUROY,7,5,1,6,7,0.261378,0.266332,0,0.005008
"STEWART, MACKINLEY","STEWART, MACKINLEY",7,13,12,25,6,0.346692,0.35851,1136.644316,0.015008
KUROYAMA,KUROYAMA,7,6,4,10,7,0.29508,0.30265,4.108842,0.006579
"MCCABE, NINA","MCCABE, NINA",7,6,12,18,6,0.345474,0.356056,135.544565,0.008549
CAPTAIN FATE,CAPTAIN FATE,6,1,0,1,0,0,0,0,0.000753
AMERICAN SAMURAI/,AMERICAN SAMURAI/,7,6,5,11,6,0.33857,0.347404,2.409525,0.004209
"LAU, KING","LAU, KING",7,7,8,15,6,0.338965,0.348101,45.851175,0.00853
"WEISS, KONRAD KONNIE","WEISS, KONRAD KONNIE",7,6,6,12,6,0.33827,0.347185,41.040187,0.008453
X-CUTIONER/CARL DENT,X-CUTIONER/CARL DENT,0,28,45,73,6,0.369144,0.387397,1725.339947,0.018955
NEW SUN,NEW SUN,0,22,24,46,6,0.347918,0.360884,434.70219,0.006252
COURIER/JACOB GAVIN,COURIER/JACOB GAVIN,0,38,40,78,6,0.362346,0.379048,2969.370837,0.018758
"BENTLEY, VICTORIA","BENTLEY, VICTORIA",6,30,28,58,6,0.369973,0.387257,2183.786561,0.031616
TONGAH,TONGAH,10,23,30,53,6,0.394425,0.414139,639.494954,0.037152
XANDU,XANDU,6,11,4,15,6,0.378773,0.395805,0,0.033453
OGUN,OGUN,4,18,16,34,6,0.358533,0.372881,98.593794,0.031686
"FALLON, RIGBY","FALLON, RIGBY",4,9,14,23,6,0.358997,0.373427,8.594977,0.017286
"WISDOM, PETER","WISDOM, PETER",4,114,101,215,6,0.404416,0.428518,20317.262439,0.147779
DARKOTH/MAJOR DESMON,DARKOTH/MAJOR DESMON,2,22,25,47,5,0.392093,0.411674,77.357525,0.056647
DR. DOOM CLONE/VICTO,DR. DOOM CLONE/VICTO,2,14,10,24,6,0.358617,0.372419,4.941893,0.035161
"DARE, JOHNNY","DARE, JOHNNY",1,11,1,12,6,0.327393,0.334973,0,0.013732
"GLAZER, FAST FREDDY","GLAZER, FAST FREDDY",1,8,4,12,6,0.35088,0.362639,0,0.007206
EL TORO NEGRO/SERGIO,EL TORO NEGRO/SERGIO,7,29,15,44,6,0.35721,0.371099,1946.868802,0.013819
JOYSTICK/JANICE,JOYSTICK/JANICE,7,49,81,130,6,0.400565,0.423392,6034.99871,0.029388
TEXAS TWISTER/DREW D,TEXAS TWISTER/DREW D,3,105,109,214,5,0.44515,0.465557,3842.199556,0.211037
"RAINBOW, BECKY","RAINBOW, BECKY",2,9,7,16,6,0.348275,0.359745,0.644133,0.025984
JAILBAIT/JESS,JAILBAIT/JESS,6,41,46,87,6,0.393712,0.414246,1757.036463,0.058835
ROCK/SAMUEL JOHN ROC,ROCK/SAMUEL JOHN ROC,6,55,57,112,5,0.413295,0.434443,3499.080024,0.097252
HOTSHOT/LOUIS,HOTSHOT/LOUIS,6,50,41,91,6,0.392522,0.413076,8520.126866,0.074354
OGRESS/,OGRESS/,6,32,19,51,6,0.354305,0.367637,259.756685,0.030159
SOUL MAN/FATHER JASO,SOUL MAN/FATHER JASO,6,3,15,18,6,0.353545,0.366475,0,0.004103
OMNIBUS/LT. DALLAS,OMNIBUS/LT. DALLAS,6,22,39,61,6,0.391112,0.411171,727.704789,0.016018
DR. BONG,DR. BONG,7,13,10,23,6,0.322494,0.329887,593.031486,0.010144
STAINED GLASS SCARLE,STAINED GLASS SCARLE,7,14,8,22,6,0.325523,0.332423,328.565743,0.004506
"VANKIN, JONATHAN","VANKIN, JONATHAN",7,10,2,12,7,0.276674,0.283589,0,0.004173
"FLINT, LT.","FLINT, LT.",7,9,9,18,6,0.325454,0.332369,2039.73866,0.004095
BLACK SPECTRE/CARSON,BLACK SPECTRE/CARSON,7,11,13,24,6,0.32561,0.332833,2054.321156,0.004286
MORPHEUS/ROBERT MARK,MORPHEUS/ROBERT MARK,7,8,12,20,6,0.325593,0.332751,2037.873931,0.004027
"DARKOVER, PROFESSOR","DARKOVER, PROFESSOR",7,3,4,7,6,0.325297,0.331849,0,0.000237
QUASAR DOPPELGANGER,QUASAR DOPPELGANGER,8,86,43,129,6,0.391514,0.41216,224.932694,0.197472
THOR III DOPPELGANGE,THOR III DOPPELGANGE,8,113,24,137,6,0.390411,0.409507,357.517352,0.237954
ANGEL DOPPELGANGER,ANGEL DOPPELGANGER,8,56,5,61,6,0.351933,0.36427,0,0.142488
MARVEL GIRL DOPPELGA,MARVEL GIRL DOPPELGA,8,62,36,98,6,0.412764,0.432986,60.723989,0.154713
MOONDRAGON DOPPELGAN,MOONDRAGON DOPPELGAN,8,75,18,93,6,0.392547,0.411917,16.768655,0.182221
SASQUATCH DOPPELGANG,SASQUATCH DOPPELGANG,8,85,94,179,6,0.428481,0.450566,482.180768,0.194994
STORM DOPPELGANGER I,STORM DOPPELGANGER I,8,50,56,106,6,0.419319,0.440181,46.605458,0.131632
HULK DOPPELGANGER II,HULK DOPPELGANGER II,8,86,63,149,6,0.421143,0.442258,282.701329,0.195517
SCARLET WITCH DOPPEL,SCARLET WITCH DOPPEL,8,48,38,86,6,0.406383,0.426791,45.605647,0.114546
CAPTAIN AMERICA DOPP,CAPTAIN AMERICA DOPP,8,109,76,185,6,0.422135,0.443843,1165.359313,0.232006
COLOSSUS II DOPPELGA,COLOSSUS II DOPPELGA,8,85,116,201,5,0.442919,0.464131,609.937498,0.196882
VINDICATOR II DOPPEL,VINDICATOR II DOPPEL,8,21,78,99,5,0.423483,0.445057,64.992397,0.052587
INVISIBLE WOMAN DOPP,INVISIBLE WOMAN DOPP,8,2,59,61,5,0.42755,0.447735,0,0.007773
DORREK [SKRULL],DORREK [SKRULL],2,36,44,80,5,0.398367,0.419285,4094.908866,0.073817
COMPUTO,COMPUTO,3,1,5,6,6,0.351224,0.363223,0.269765,0.000347
DORMA [ATLANTEAN],DORMA [ATLANTEAN],10,40,53,93,6,0.395013,0.416254,3515.24655,0.074217
SETH,SETH,10,27,26,53,6,0.372822,0.390313,2305.983237,0.027791
"HAWLEY, PAMELA","HAWLEY, PAMELA",3,7,3,10,6,0.321983,0.329445,0,0.010621
"PINKERTON, PERCIVAL","PINKERTON, PERCIVAL",3,4,8,12,6,0.362518,0.37731,31.464038,0.0069
"MCGIVENEY, BULL","MCGIVENEY, BULL",3,3,7,10,6,0.338213,0.348251,0,0.006811
DONYELL,DONYELL,1,15,11,26,6,0.339493,0.349918,7.588955,0.020599
LEAP-FROG/VINCENT PA,LEAP-FROG/VINCENT PA,3,31,64,95,5,0.420157,0.441296,2425.849786,0.047974
BLACK MARIAH,BLACK MARIAH,10,3,3,6,6,0.335719,0.343368,0.503218,0.00482
SCIMITAR,SCIMITAR,10,9,8,17,6,0.33812,0.346811,114.291172,0.005263
"WHYTE, HARMONY (HARM","WHYTE, HARMONY (HARM",10,35,53,88,5,0.420882,0.441447,6173.513965,0.040581
MONTENEGRO,MONTENEGRO,10,2,4,6,6,0.33337,0.340955,0,0.004736
AZIR,AZIR,10,11,10,21,6,0.335147,0.34363,6.364676,0.008375
FAROUK,FAROUK,10,9,0,9,0,0,0,0,0.00883
"ROYCE, JENNIE","ROYCE, JENNIE",10,44,27,71,6,0.362993,0.378764,1585.314382,0.030176
"TEMPLE, CLAIRE","TEMPLE, CLAIRE",10,37,25,62,6,0.363946,0.37989,3411.595744,0.025474
"BERNSTEIN, EMMA WEBS","BERNSTEIN, EMMA WEBS",10,9,8,17,6,0.334687,0.34284,4.619312,0.008534
WARHAWK II,WARHAWK II,10,19,12,31,5,0.354469,0.368336,842.253089,0.033483
"SCARFE, RAFAEL","SCARFE, RAFAEL",10,60,68,128,5,0.419608,0.441332,11093.723823,0.068188
"BERNSTEIN, DR. NOAH","BERNSTEIN, DR. NOAH",10,26,24,50,6,0.3477,0.360286,13273.668668,0.023026
SABRETOOTH/VICTOR CR,SABRETOOTH/VICTOR CR,4,163,208,371,5,0.454471,0.478737,49481.249346,0.202734
PILEDRIVER II/BRIAN,PILEDRIVER II/BRIAN,14,146,129,275,5,0.447699,0.469118,8630.015071,0.262388
YELLOWJACKET II/RITA,YELLOWJACKET II/RITA,3,60,88,148,5,0.391815,0.414918,3378.103986,0.094084
BULLDOZER/HENRY CAMP,BULLDOZER/HENRY CAMP,14,121,149,270,5,0.446977,0.469656,9117.284885,0.220935
"FREEMAN, DEREK","FREEMAN, DEREK",3,30,37,67,6,0.383633,0.403293,376.751469,0.043719
HERMES [GREEK GOD],HERMES [GREEK GOD],14,35,60,95,6,0.379102,0.399658,1350.125655,0.048833
TYRAK,TYRAK,3,46,23,69,6,0.380759,0.399344,102.768583,0.116783
LIVING MONOLITH/AHME,LIVING MONOLITH/AHME,4,57,61,118,6,0.415945,0.437419,6365.359967,0.117698
PLASMA/,PLASMA/,7,4,4,8,6,0.354161,0.366866,44.065411,0.0101
"DAVIS, ABBY","DAVIS, ABBY",6,3,6,9,6,0.36198,0.37628,0,0.005855
"REEVES, MAJOR","REEVES, MAJOR",6,6,10,16,6,0.362733,0.377414,134.215645,0.011811
"BENNETT, DANNY","BENNETT, DANNY",6,9,1,10,6,0.343702,0.353588,0,0.021432
"BENNETT, MITCH","BENNETT, MITCH",6,8,2,10,6,0.343741,0.353697,0,0.021273
THREETREES,THREETREES,6,1,4,5,6,0.342756,0.352153,0,0.001589
RAVAGE/PROF. GEOFFRE,RAVAGE/PROF. GEOFFRE,6,4,6,10,6,0.342891,0.352407,18433.363416,0.004744
"HONDA, DR.","HONDA, DR.",6,2,2,4,6,0.315879,0.323272,0,0.004613
"MARKS, DR. SHIELA","MARKS, DR. SHIELA",6,1,1,2,6,0.341566,0.350459,0,0.003821
"SHAW, MILDRED","SHAW, MILDRED",6,1,0,1,0,0,0,0,0.003821
BRUNO,BRUNO,6,2,1,3,1,1,1,0,0.003894
COCO,COCO,6,1,3,4,6,0.341604,0.350623,0,0.003821
"GREGORY, TODD","GREGORY, TODD",6,3,0,3,0,0,0,0,0.003968
"MICHAELS, DAWN","MICHAELS, DAWN",6,0,2,2,6,0.341603,0.350566,0,0
"WOLMAN, GIDEON","WOLMAN, GIDEON",6,2,0,2,0,0,0,0,0.003876
"DRAGO, VALERIE","DRAGO, VALERIE",6,0,1,1,6,0.341584,0.350484,0,0
"FELDSTADT, DR. HANS","FELDSTADT, DR. HANS",6,1,0,1,0,0,0,0,0.003821
"LUMPKIN, WILHEMINA B","LUMPKIN, WILHEMINA B",2,17,25,42,5,0.402362,0.422086,526.471895,0.034049
PUNISHER,PUNISHER,2,14,20,34,5,0.375716,0.393543,66.905237,0.034161
"WINGFOOT, WYNONA","WINGFOOT, WYNONA",2,15,10,25,6,0.358406,0.372378,49.665131,0.035794
DORMA II [ATLANTEAN],DORMA II [ATLANTEAN],2,40,17,57,6,0.379811,0.397931,1682.827145,0.100402
SHAKTI,SHAKTI,2,21,12,33,6,0.358955,0.372993,170.740488,0.050258
TECHNARX,TECHNARX,2,18,18,36,5,0.383464,0.401932,347.465295,0.041181
DIVINITY,DIVINITY,2,20,18,38,5,0.380688,0.398899,804.210313,0.043468
HIPPOLYTA [GREEK GOD,HIPPOLYTA [GREEK GOD,14,19,17,36,6,0.376993,0.394679,137.17186,0.029521
PERSEPHONE,PERSEPHONE,2,11,12,23,6,0.37842,0.396073,26.430489,0.015286
CALEDONIA/ALISANDE S,CALEDONIA/ALISANDE S,2,37,50,87,5,0.40207,0.423438,7717.090299,0.066565
"MOY, ALYSSA","MOY, ALYSSA",2,74,61,135,6,0.409246,0.43112,8281.473558,0.107643
MARVEL GIRL II/VALER,MARVEL GIRL II/VALER,2,44,42,86,5,0.390561,0.410977,7568.983661,0.075247
"RENO, AGENT","RENO, AGENT",2,19,7,26,6,0.357084,0.370287,96.662305,0.029246
PUPPY,PUPPY,2,28,38,66,6,0.399149,0.419916,1282.877773,0.050149
STEM,STEM,2,19,4,23,6,0.343857,0.353971,3.744706,0.025171
"DIAMONDE, YVETTE","DIAMONDE, YVETTE",2,13,10,23,6,0.351872,0.363959,11.948762,0.015036
B'ARR,B'ARR,2,16,9,25,6,0.351143,0.363002,37.858012,0.023455
ARLISSE,ARLISSE,2,6,10,16,6,0.351183,0.363111,0,0.01227
KATAR,KATAR,2,1,15,16,6,0.357503,0.371299,0,0.000386
"LARROCA, SALVADORE","LARROCA, SALVADORE",2,16,7,23,6,0.371483,0.387736,0,0.041978
ASHEMA [CELESTIAL],ASHEMA [CELESTIAL],2,32,43,75,5,0.412206,0.432811,8211.945287,0.063448
APOSTATE,APOSTATE,2,12,8,20,6,0.328274,0.336334,120.715584,0.022194
"CLINTON, BILL","CLINTON, BILL",2,77,54,131,5,0.407224,0.42848,6601.853572,0.145523
"WETHERELL, MANOLI","WETHERELL, MANOLI",4,38,51,89,5,0.431696,0.451014,1001.935729,0.081241
"WEBSTER, NORM","WEBSTER, NORM",3,23,25,48,5,0.388868,0.408332,58.512903,0.062412
"LEE, STAN","LEE, STAN",2,108,99,207,5,0.432553,0.454687,12883.278655,0.187278
MASKED MARAUDER/FRAN,MASKED MARAUDER/FRAN,7,11,11,22,5,0.373005,0.389788,39.114376,0.021521
"SUEE, FAH LO","SUEE, FAH LO",0,8,10,18,6,0.315634,0.323236,11.86328,0.001617
LAYLA,LAYLA,6,2,4,6,6,0.311126,0.317907,0.621851,0.00106
PRIMAX/JAROMEL,PRIMAX/JAROMEL,3,2,0,2,0,0,0,0,0.006029
RAMROD II,RAMROD II,3,27,14,41,6,0.354469,0.368055,298.589229,0.050425
"RIFKIN, BIFF","RIFKIN, BIFF",7,23,11,34,6,0.362389,0.377289,98.181295,0.027538
FOOLKILLER II/GREG S,FOOLKILLER II/GREG S,3,57,25,82,6,0.373805,0.391206,43364.972285,0.048798
"CHANG, DR. PHILLIP","CHANG, DR. PHILLIP",7,68,43,111,6,0.368364,0.386246,1095.352293,0.064331
"SHORR, JACQUELINE","SHORR, JACQUELINE",6,31,31,62,6,0.38267,0.401754,1185.051543,0.034274
"MEER, MAX","MEER, MAX",6,8,6,14,6,0.343857,0.353342,14.168702,0.009296
SABRA/RUTH BAT-SERAP,SABRA/RUTH BAT-SERAP,4,156,154,310,6,0.45947,0.480098,23645.395706,0.28157
"RABIN, GRETTA","RABIN, GRETTA",6,6,8,14,6,0.346337,0.356799,14.168702,0.007772
"GUNTLY, DAVID","GUNTLY, DAVID",6,8,3,11,6,0.342102,0.35132,0,0.005577
GESTALT,GESTALT,6,3,0,3,0,0,0,0,0.006932
"DORNOVA-BLONSKY, NAD","DORNOVA-BLONSKY, NAD",6,25,17,42,6,0.368899,0.385186,432.848803,0.050237
CRAZY EIGHT/LESLIE A,CRAZY EIGHT/LESLIE A,6,1,6,7,6,0.354717,0.367604,0,0.001658
"CUSSLER, PHILLIP","CUSSLER, PHILLIP",7,8,6,14,6,0.356333,0.3695,0.112757,0.013094
"CUSSLER, PHILLIP JR.","CUSSLER, PHILLIP JR.",7,5,9,14,6,0.35675,0.370211,0.493293,0.009513
BOONE,BOONE,7,23,24,47,6,0.359293,0.374283,25.959685,0.020875
WILD WHIP,WILD WHIP,7,12,1,13,6,0.30972,0.317596,0,0.010358
SCRIER II/,SCRIER II/,7,33,33,66,6,0.364228,0.380754,296.183968,0.030112
VERMIN/EDWARD WHELAN,VERMIN/EDWARD WHELAN,7,35,40,75,6,0.379055,0.398319,1336.695561,0.036818
MEDEA,MEDEA,7,28,18,46,6,0.357587,0.371952,29.445658,0.022656
MR. NACHT,MR. NACHT,7,24,37,61,6,0.361037,0.377179,48.291464,0.018799
CHAKRA,CHAKRA,7,24,21,45,6,0.357923,0.372539,19.969852,0.019642
TRACER,TRACER,7,3,1,4,6,0.352666,0.364765,0,0.00564
"WATSON, KEVIN","WATSON, KEVIN",7,7,9,16,6,0.361123,0.375909,106.767971,0.010928
NOCTURNE II/ANGELA C,NOCTURNE II/ANGELA C,7,7,5,12,6,0.354469,0.36732,0.053007,0.01323
"WATSON, PHILIP","WATSON, PHILIP",7,23,9,32,6,0.370805,0.387145,56.311819,0.029802
"CAGLIOSTRO, ALESSAND","CAGLIOSTRO, ALESSAND",3,24,7,31,5,0.360269,0.37469,137.861621,0.043463
"ANTOINETTE, MARIE","ANTOINETTE, MARIE",3,13,5,18,6,0.357944,0.371722,30.901752,0.034379
IMPOSSIBLE WOMAN,IMPOSSIBLE WOMAN,2,17,14,31,6,0.370355,0.386924,134.554096,0.023316
SHARYD/CONAL,SHARYD/CONAL,10,7,5,12,6,0.328239,0.335377,232.449337,0.003134
"SHIPPINSKY, MALIK","SHIPPINSKY, MALIK",10,7,4,11,6,0.328221,0.335295,230.426081,0.003134
"MEACHUM, JOY","MEACHUM, JOY",10,46,47,93,6,0.379291,0.398789,11249.290516,0.036967
DEATH STING/MIRANDA,DEATH STING/MIRANDA,10,7,5,12,6,0.328239,0.335377,232.449337,0.003134
SSS'LETHCOTT,SSS'LETHCOTT,10,1,4,5,7,0.275052,0.282217,0,0.002155
CRIME-WAVE/HOLLIS,CRIME-WAVE/HOLLIS,7,5,2,7,6,0.33698,0.345587,0.25,0.006776
LEIR,LEIR,14,37,35,72,6,0.36123,0.37701,247.546419,0.044432
CABER,CABER,14,14,34,48,6,0.358575,0.373731,51.569955,0.019581
DAGDA,DAGDA,14,1,8,9,6,0.32438,0.333538,0,0.001414
DEMONICUS/DR. DOUGLA,DEMONICUS/DR. DOUGLA,3,30,28,58,5,0.379574,0.397893,995.224204,0.055211
"SNOW, CHARLIE","SNOW, CHARLIE",7,19,23,42,6,0.358912,0.373763,295.884067,0.017738
EIGHTBALL,EIGHTBALL,7,19,32,51,6,0.397718,0.417984,141.490035,0.025003
BUTCH,BUTCH,7,54,56,110,6,0.416712,0.437749,2743.369319,0.073103
DARLA,DARLA,7,43,60,103,6,0.416314,0.437544,3338.997396,0.071228
RALF,RALF,7,33,11,44,6,0.363079,0.378013,58.602195,0.046405
MUSE/SHANNON FITZPAT,MUSE/SHANNON FITZPAT,7,20,13,33,6,0.34046,0.351607,288.415421,0.016859
"JOHNSMEYER, JAMES","JOHNSMEYER, JAMES",7,33,10,43,6,0.344362,0.355419,285.942514,0.021221
"SCOTT, PARIS","SCOTT, PARIS",7,7,3,10,7,0.285547,0.293593,0,0.00275
"CARDINALE, CARLOS","CARDINALE, CARLOS",7,5,5,10,7,0.298751,0.307404,0,0.001887
"LIPTON, TRENTON III","LIPTON, TRENTON III",7,3,7,10,7,0.298824,0.30765,0,0.001571
"KARLSON, KAREN","KARLSON, KAREN",7,2,8,10,7,0.298853,0.30776,0,0.001508
LOBO II,LOBO II,6,4,3,7,6,0.30928,0.315948,0,0.003777
"MCHELE, JEREMY","MCHELE, JEREMY",10,4,5,9,6,0.317805,0.324425,0.333333,0.001278
"WILSON, DUBOSE","WILSON, DUBOSE",10,5,5,10,6,0.317805,0.324425,3049.333333,0.00134
"HELLER, ERIC","HELLER, ERIC",10,3,5,8,6,0.317805,0.324425,0,0.001215
"PINKWATER, ELLA","PINKWATER, ELLA",7,0,1,1,6,0.336979,0.34553,0,0
"DICHINSON, RICKY","DICHINSON, RICKY",1,3,0,3,0,0,0,0,0.004985
"BAZIN, PHILLIPPE","BAZIN, PHILLIPPE",1,31,16,47,6,0.359972,0.374816,8297.274353,0.019683
BLOODSHED/WYNDELL DI,BLOODSHED/WYNDELL DI,1,1,2,3,7,0.264725,0.27036,0,0.004739
HYPERTRON II/STURDEV,HYPERTRON II/STURDEV,7,3,1,4,6,0.315161,0.323766,0,0.007135
HYPERTRON/CHESTER,HYPERTRON/CHESTER,7,2,2,4,6,0.315194,0.323875,0,0.007045
"DUVALL, SNAKY","DUVALL, SNAKY",7,4,2,6,6,0.327938,0.337247,0,0.006247
MAN-MOUNTAIN MARKO,MAN-MOUNTAIN MARKO,7,36,21,57,6,0.374401,0.392004,905.721469,0.043095
"GALVIN, TOMMY","GALVIN, TOMMY",7,1,5,6,6,0.354202,0.366978,0,0.001169
ROSE II/SGT. BLUME,ROSE II/SGT. BLUME,7,8,14,22,6,0.357965,0.37217,13.596185,0.01311
DEATHWATCH/STEPHAN L,DEATHWATCH/STEPHAN L,6,29,30,59,6,0.373599,0.391698,10703.115481,0.017995
"KATZENBERG, NICK","KATZENBERG, NICK",7,68,65,133,6,0.377227,0.397806,1300.236804,0.064311
ROSE III/,ROSE III/,7,7,5,12,6,0.354263,0.36706,0,0.011965
"BLACK, CYRUS","BLACK, CYRUS",6,2,8,10,6,0.353156,0.366399,0,0.005816
YETRIGAR,YETRIGAR,3,11,7,18,6,0.344654,0.355173,10.291114,0.02683
ONSLAUGHT II,ONSLAUGHT II,4,57,94,151,6,0.436329,0.457616,3172.642371,0.156116
HYPERSTORM,HYPERSTORM,2,12,14,26,6,0.365516,0.381232,0.595214,0.030867
DARK BEAST/HENRY MCC,DARK BEAST/HENRY MCC,4,144,96,240,6,0.418341,0.44169,27950.665877,0.232891
EBONY,EBONY,2,101,90,191,5,0.440202,0.460734,9199.400683,0.210081
AHURA,AHURA,2,39,39,78,6,0.378303,0.397385,1213.883546,0.059233
"HALBERG, DONALD","HALBERG, DONALD",2,2,11,13,6,0.363057,0.378158,0,0.007037
"CLOONEY, DR.","CLOONEY, DR.",2,5,8,13,6,0.36213,0.376873,0,0.011797
"CHANEY, AMANDA","CHANEY, AMANDA",3,29,30,59,5,0.374677,0.392788,434.944763,0.064239
CYBERMANCER/DR. SUZI,CYBERMANCER/DR. SUZI,3,17,23,40,5,0.371302,0.388512,373.947954,0.032403
MOONRAKER/SLADE TRUM,MOONRAKER/SLADE TRUM,3,28,29,57,5,0.381021,0.399907,279.999506,0.057286
BOLT II/CHRIS BRADLE,BOLT II/CHRIS BRADLE,1,68,125,193,5,0.446617,0.467773,30699.240082,0.095533
"FERGUSON, ISABEL","FERGUSON, ISABEL",1,8,8,16,6,0.325506,0.333536,83.527871,0.004274
"IVANOVA, ELENA","IVANOVA, ELENA",1,10,12,22,6,0.331305,0.339979,219.176475,0.006813
MAVERICK/CHRISTOPHER,MAVERICK/CHRISTOPHER,4,39,35,74,6,0.378303,0.397024,4646.022274,0.05736
"PUSHKIN, IVAN","PUSHKIN, IVAN",1,8,8,16,6,0.325506,0.333536,60.794271,0.003834
SICKLE II/,SICKLE II/,1,7,9,16,6,0.326901,0.335438,21.72689,0.001835
HAMMER IV/,HAMMER IV/,1,7,9,16,6,0.326901,0.335438,21.72689,0.001835
"MCKENZIE, SCARLETT","MCKENZIE, SCARLETT",4,5,10,15,6,0.354758,0.368159,28.322224,0.010194
WILD CHILD/KYLE GIBN,WILD CHILD/KYLE GIBN,8,202,175,377,6,0.45228,0.47516,37828.523456,0.310088
TATSU'O,TATSU'O,4,26,42,68,6,0.372185,0.39049,8614.039993,0.020648
FATALE/PAMELA GREENW,FATALE/PAMELA GREENW,4,45,29,74,6,0.36213,0.378098,2059.095413,0.061841
RANDOM II/MARSHALL E,RANDOM II/MARSHALL E,4,42,38,80,6,0.356667,0.372345,1504.1386,0.053647
"STANACHEK, FREDDIE","STANACHEK, FREDDIE",4,24,17,41,6,0.366086,0.382136,149.377854,0.036019
"BEALE, ERIC","BEALE, ERIC",4,14,13,27,6,0.353976,0.367541,8.776004,0.021949
"NEKOBAH, ROMAN","NEKOBAH, ROMAN",4,3,21,24,6,0.374839,0.392586,94.88454,0.006224
